id,EAP,HPL,MWS,#VALUE!
id17785,0.305131631,0.3028602,0.392008169,1
id19362,0.351189964,0.292074324,0.356735713,1.000000001
id10372,0.448238487,0.256974663,0.270977326,0.976190476
id03061,0.388723904,0.280519978,0.287277857,0.956521739
id27583,0.320205539,0.285961366,0.364847588,0.971014493
id22055,0.390967734,0.286201041,0.288348466,0.965517241
id07920,0.362553476,0.352090881,0.285355644,1.000000001
id16813,0.331648353,0.256733261,0.344951719,0.933333333
id03088,0.323555828,0.337351144,0.339093028,1
id03026,0.336399975,0.386851801,0.276748224,1
id09934,0.393034848,0.299843243,0.28080612,0.973684211
id21452,0.417136085,0.300069278,0.282794636,0.999999999
id05576,0.318427672,0.296439727,0.332501022,0.947368421
id22391,0.305202284,0.24967029,0.386303897,0.941176471
id10554,0.389859909,0.260318555,0.349821536,1
id03291,0.332482685,0.22315479,0.444362525,1
id23280,0.422429628,0.25773588,0.319834492,1
id17777,0.327286463,0.275850511,0.396863026,1
id24574,0.405888518,0.314930706,0.279180775,0.999999999
id05459,0.38594993,0.32584236,0.28820771,1
id02724,0.293263497,0.24064176,0.466094743,1
id27678,0.460351932,0.253298562,0.286349506,1
id21722,0.351652416,0.361310131,0.287037452,0.999999999
id18139,0.43918621,0.212861327,0.20509532,0.857142857
id16264,0.330503337,0.39969476,0.269801904,1.000000001
id14537,0.448570672,0.296639589,0.25478974,1.000000001
id18814,0.441066129,0.24604844,0.260253852,0.947368421
id08331,0.357970333,0.38139941,0.260630258,1.000000001
id03963,0.451630275,0.272241739,0.276127986,1
id07558,0.424120486,0.252213985,0.323665529,1
id26275,0.413889649,0.269969175,0.316141177,1.000000001
id26188,0.303642426,0.340225222,0.231132352,0.875
id06789,0.337225826,0.352587657,0.310186518,1.000000001
id21788,0.317044558,0.410990164,0.271965278,1
id13972,0.373809607,0.234195456,0.291994937,0.9
id08643,0.424875628,0.271629694,0.291299557,0.987804879
id09642,0.351578452,0.397109837,0.251311711,1
id14054,0.351119931,0.279734822,0.335811914,0.966666667
id12216,0.374243387,0.25679781,0.368958803,1
id09211,0.350722081,0.343763001,0.25789587,0.952380952
id16903,0.376347879,0.345626524,0.244692264,0.966666667
id18976,0.329253573,0.287262071,0.353633609,0.970149253
id01861,0.575058948,0.244998753,0.179942299,1
id22745,0.380593379,0.346353206,0.273053415,1
id03560,0.366681014,0.290184161,0.294354337,0.951219512
id17799,0.411394702,0.282674519,0.305930779,1
id12387,0.304974407,0.335588603,0.35943699,1
id09450,0.398956432,0.261052604,0.339990964,1
id18088,0.339128999,0.272915202,0.359384371,0.971428572
id21697,0.385581523,0.275403474,0.320496485,0.981481482
id26128,0.266663983,0.425062602,0.242699645,0.93442623
id27462,0.330227308,0.303727089,0.346437759,0.980392156
id19394,0.43786784,0.280390548,0.281741612,1
id19929,0.377919864,0.300379708,0.296700428,0.975
id16056,0.345576617,0.289077503,0.332012546,0.966666666
id08756,0.357511687,0.23863816,0.403850153,1
id09203,0.270138545,0.391773293,0.285456582,0.94736842
id14098,0.493571349,0.258465223,0.247963428,1
id24641,0.421761796,0.290872279,0.287365925,1
id24507,0.308673376,0.426573422,0.264753202,1
id20161,0.349524231,0.356112958,0.211029478,0.916666667
id11710,0.320811911,0.218649889,0.460538199,0.999999999
id15751,0.374364985,0.290897846,0.334737169,1
id06617,0.341541786,0.224977503,0.433480711,1
id19131,0.401818945,0.278558442,0.319622613,1
id02796,0.355551784,0.369228929,0.275219287,1
id15575,0.313606497,0.316301435,0.307592068,0.9375
id21828,0.476083888,0.248011344,0.275904768,1
id15093,0.315415669,0.35882436,0.251685897,0.925925926
id27867,0.342926627,0.248197648,0.408875726,1.000000001
id19315,0.323885647,0.226863605,0.362294227,0.913043479
id19398,0.395495405,0.336630985,0.26787361,1
id01572,0.312856442,0.376707664,0.310435894,1
id09781,0.366875087,0.280293877,0.303650708,0.950819672
id19278,0.36432245,0.33220289,0.303474661,1.000000001
id11852,0.312780383,0.263246783,0.423972834,1
id07067,0.342049091,0.271660494,0.364551284,0.978260869
id08550,0.317802043,0.420797044,0.226313194,0.964912281
id02634,0.387789991,0.237342662,0.29794427,0.923076923
id02449,0.383720201,0.274514586,0.309507148,0.967741935
id10359,0.378058525,0.258863708,0.363077767,1
id00217,0.38271497,0.310998798,0.306286233,1.000000001
id20848,0.335789685,0.406789484,0.257420831,1
id20229,0.371815814,0.342860889,0.267779437,0.98245614
id02211,0.432690171,0.261433514,0.305876315,1
id08435,0.328201319,0.384948425,0.286850256,1
id23681,0.356276299,0.278227074,0.365496627,1
id00571,0.379170739,0.295063091,0.32576617,1
id16280,0.309567275,0.237911314,0.452521411,1
id15022,0.378044366,0.239501088,0.382454546,1
id08040,0.308540315,0.318482951,0.34858649,0.975609756
id18087,0.429819158,0.277885867,0.292294975,1
id11280,0.398261504,0.307713986,0.238468955,0.944444445
id21543,0.3635934,0.251121215,0.301952052,0.916666667
id00245,0.392807059,0.241454296,0.339071978,0.973333333
id13745,0.297184092,0.209854372,0.466645746,0.97368421
id15734,0.349315981,0.269380445,0.231303573,0.849999999
id22572,0.311596311,0.38852518,0.29987851,1.000000001
id12741,0.391164425,0.246876765,0.361958811,1.000000001
id16477,0.389195602,0.298569571,0.263454339,0.951219512
id26261,0.329172144,0.263570708,0.380590482,0.973333334
id15867,0.384886148,0.291966441,0.323147411,1
id10479,0.434443475,0.248654508,0.316902017,1
id17736,0.365200727,0.208872075,0.425927198,1
id17768,0.313025822,0.310862642,0.376111536,1
id14172,0.460285181,0.224997185,0.314717634,1
id01972,0.330133895,0.289788177,0.346744594,0.966666666
id10962,0.434149012,0.278212197,0.287638791,1
id16692,0.3889008,0.29764841,0.31345079,1
id25471,0.297133647,0.424078127,0.259180383,0.980392157
id05603,0.3122792,0.388788999,0.265598468,0.966666667
id15340,0.447683055,0.262372541,0.289944404,1
id22971,0.454871661,0.214704768,0.230423571,0.9
id06765,0.303701519,0.364959881,0.3313386,1
id19864,0.390846903,0.283141528,0.326011569,1
id15834,0.327731106,0.349879271,0.272389623,0.95
id17395,0.328735401,0.279385147,0.360629453,0.968750001
id02585,0.20291907,0.513441676,0.206716177,0.923076923
id13154,0.420422803,0.275716017,0.30386118,1
id12972,0.351741214,0.290009348,0.312794892,0.954545454
id11103,0.415160574,0.27890933,0.305930095,0.999999999
id26062,0.310123195,0.349543265,0.340333541,1.000000001
id07339,0.412244457,0.292935697,0.294819846,1
id06096,0.480869323,0.249341662,0.250558246,0.980769231
id22945,0.366834084,0.378669522,0.254496394,1
id10058,0.344745264,0.295368915,0.312266773,0.952380952
id06435,0.478417027,0.251589327,0.269993646,1
id12636,0.334087676,0.239973575,0.425938749,1
id25423,0.253029039,0.223093583,0.482210712,0.958333334
id12990,0.198224926,0.293698706,0.508076367,0.999999999
id24106,0.316643896,0.354248838,0.329107266,1
id14481,0.312837444,0.390394221,0.272958811,0.976190476
id03617,0.330777106,0.217992192,0.451230702,1
id26055,0.370971747,0.269824661,0.327953593,0.968750001
id23712,0.420936023,0.245214687,0.33384929,1
id19441,0.327209568,0.347266979,0.275523453,0.95
id17042,0.439573068,0.227649965,0.332776967,1
id09018,0.357509127,0.383924726,0.232250358,0.973684211
id08879,0.283951421,0.432919408,0.250162138,0.967032967
id10841,0.295878649,0.410483501,0.29363785,1
id04776,0.349078707,0.382650514,0.268270779,1
id26526,0.295265122,0.281966603,0.395741248,0.972972973
id14181,0.325539734,0.398313916,0.27614635,1
id18396,0.41598388,0.274119336,0.251073255,0.941176471
id05585,0.338483698,0.368883931,0.292632371,1
id11546,0.305218898,0.343158992,0.35162211,1
id08027,0.297832764,0.37996271,0.293633098,0.971428572
id00659,0.352490964,0.286585049,0.337114463,0.976190476
id10937,0.33958781,0.340670141,0.319742048,0.999999999
id01898,0.360223188,0.332156791,0.307620021,1
id23695,0.331806581,0.239272947,0.390458934,0.961538462
id07856,0.302376276,0.405010352,0.292613372,1
id25233,0.394906814,0.27535396,0.306483413,0.976744187
id24052,0.330585869,0.316503597,0.352910534,1
id01698,0.223647355,0.476203258,0.300149386,0.999999999
id01356,0.309942098,0.409217701,0.259101071,0.97826087
id10430,0.334881398,0.4024827,0.262635902,1
id04778,0.323702435,0.26231969,0.413977874,0.999999999
id24707,0.301678956,0.340379817,0.282941227,0.925
id04539,0.385690327,0.239157921,0.375151752,1
id20011,0.407536422,0.283007352,0.309456226,1
id09950,0.359745107,0.360096118,0.255467417,0.975308642
id14397,0.354562959,0.294568769,0.295312717,0.944444445
id04457,0.293437269,0.444165407,0.262397324,1
id19469,0.372435793,0.304979981,0.322584226,1
id24230,0.337868595,0.277913639,0.384217766,1
id16719,0.469142059,0.292684872,0.188173068,0.949999999
id20183,0.313303211,0.385330785,0.248734425,0.947368421
id24531,0.354626822,0.257847856,0.387525323,1.000000001
id04934,0.495506583,0.210141311,0.294352106,1
id17230,0.342299034,0.271520328,0.386180638,1
id07561,0.418053811,0.266233327,0.315712862,1
id12282,0.323280254,0.408207186,0.231475522,0.962962962
id14992,0.354240059,0.291498995,0.301629367,0.947368421
id02934,0.376043796,0.284340402,0.339615802,1
id00189,0.450111802,0.270126327,0.24945884,0.969696969
id27941,0.308781135,0.420210413,0.271008452,1
id14642,0.350848089,0.340774761,0.30837715,1
id23445,0.484567816,0.258646925,0.256785259,1
id21603,0.349784949,0.266075271,0.38413978,1
id21046,0.255595802,0.445152528,0.251632622,0.952380952
id02264,0.368473642,0.327300318,0.30422604,1
id00409,0.423313361,0.163905445,0.182011962,0.769230768
id00351,0.402255399,0.268139973,0.329604628,1
id14362,0.271782995,0.449581434,0.278635572,1.000000001
id20757,0.397401839,0.326714334,0.275883827,1
id22764,0.374613612,0.264039681,0.289918135,0.928571428
id19264,0.300061155,0.282415674,0.377523171,0.96
id04506,0.411634685,0.26420757,0.280679484,0.956521739
id18505,0.398626702,0.308627834,0.292745464,1
id27354,0.331005171,0.322775541,0.346219288,1
id22410,0.446535143,0.285078221,0.268386636,1
id14241,0.326522079,0.401481485,0.252765667,0.980769231
id18785,0.35360243,0.358871936,0.287525633,0.999999999
id16649,0.372806328,0.301865586,0.30405149,0.978723404
id16386,0.309682994,0.434804246,0.234679427,0.979166667
id09051,0.348269051,0.26679066,0.364106956,0.979166667
id22296,0.408506337,0.313081899,0.278411764,1
id08584,0.364070354,0.321201197,0.259172894,0.944444445
id22219,0.333899689,0.251555886,0.414544425,1
id18790,0.303053339,0.38722683,0.281148403,0.971428572
id10922,0.296558172,0.332092623,0.371349205,1
id15002,0.420105953,0.288955249,0.290938798,1
id24862,0.310099331,0.409431718,0.280468951,1
id25845,0.42091917,0.288736093,0.290344738,1.000000001
id17586,0.30576705,0.387916843,0.233145375,0.926829268
id09390,0.296465036,0.249863743,0.375239848,0.921568627
id20069,0.367701789,0.28962391,0.278158172,0.935483871
id05953,0.284338672,0.44480411,0.270857218,1
id15583,0.332481054,0.399419731,0.243099215,0.975
id03482,0.384298172,0.252623748,0.36307808,1
id06243,0.378975674,0.31191806,0.309106266,1
id01116,0.265319816,0.271975063,0.410073543,0.947368422
id17530,0.268223046,0.379801558,0.299343817,0.947368421
id07552,0.346262473,0.231383324,0.390096139,0.967741936
id03131,0.337715407,0.378908048,0.283376545,1
id23142,0.323106869,0.332222876,0.344670254,0.999999999
id05540,0.436227536,0.300320547,0.263451917,1
id06292,0.445581006,0.225275247,0.270320218,0.941176471
id26506,0.360034763,0.258735403,0.381229834,1
id19068,0.354955398,0.271566068,0.373478534,1
id21782,0.343107742,0.268853994,0.349576726,0.961538462
id24563,0.336674956,0.380325969,0.282999075,1
id21986,0.336709941,0.343312212,0.319977847,1
id04967,0.334927856,0.271452598,0.393619545,0.999999999
id11760,0.2956902,0.312478362,0.391831438,1
id02483,0.410690841,0.272677912,0.284373182,0.967741935
id15791,0.314363314,0.254022337,0.431614349,1
id14256,0.350975529,0.25836014,0.390664331,1
id18328,0.425766143,0.28272735,0.291506507,1
id06213,0.355039093,0.361548118,0.283412789,1
id00772,0.482939989,0.316630611,0.2004294,1
id01113,0.433762357,0.265235821,0.301001823,1.000000001
id03972,0.384020782,0.292321686,0.25222896,0.928571428
id25386,0.367828275,0.306267723,0.325904002,1
id09156,0.38697065,0.293283189,0.319746161,1
id22624,0.425082285,0.320673918,0.254243797,1
id17789,0.294484629,0.37781463,0.283256296,0.955555555
id09039,0.239921227,0.496565593,0.26351318,1
id20538,0.340481464,0.279560812,0.327326144,0.94736842
id05501,0.340519123,0.227571527,0.38190935,0.95
id27641,0.356332466,0.250109007,0.393558528,1.000000001
id05965,0.361677933,0.294044883,0.344277184,1
id23431,0.396822175,0.309168414,0.294009411,1
id13075,0.339252636,0.29433989,0.366407474,1
id26190,0.363261741,0.277163499,0.359574759,0.999999999
id12196,0.447807558,0.252721695,0.299470747,1
id21318,0.337393965,0.362767709,0.281981184,0.982142858
id11277,0.377111362,0.29117129,0.331717348,1
id07193,0.418123631,0.245925123,0.245042155,0.909090909
id17105,0.320310988,0.282834694,0.370538529,0.973684211
id18263,0.414915674,0.276009188,0.282048111,0.972972973
id22875,0.345458404,0.313670492,0.340871104,1
id07157,0.336331608,0.242311854,0.421356539,1.000000001
id15051,0.357331091,0.274595325,0.338370613,0.970297029
id08871,0.346860324,0.318465803,0.334673873,1
id17036,0.311912125,0.269959617,0.394872445,0.976744187
id02783,0.293374979,0.317789212,0.38883581,1.000000001
id26418,0.384666449,0.256288484,0.336822844,0.977777777
id15748,0.383009205,0.328589584,0.288401212,1.000000001
id00820,0.345962426,0.302492052,0.322974092,0.97142857
id27695,0.266293365,0.379943656,0.253762979,0.9
id27286,0.410607171,0.277268507,0.312124322,1
id11680,0.327668228,0.276209184,0.396122588,1
id01070,0.331344194,0.304124251,0.337504528,0.972972973
id18486,0.302823002,0.317820978,0.37935602,1
id12389,0.282231988,0.419989571,0.220855364,0.923076923
id12544,0.210499487,0.522884219,0.266616294,1
id04692,0.381348851,0.305208973,0.313442176,1
id17342,0.45389184,0.224556077,0.321552084,1.000000001
id09640,0.335415703,0.295620166,0.368964131,1
id24300,0.337955604,0.262043627,0.400000769,1
id13725,0.403302322,0.253479394,0.232107173,0.888888889
id22633,0.346343599,0.367665824,0.285990578,1.000000001
id16653,0.394049594,0.301237832,0.304712574,1
id00184,0.380733948,0.270563106,0.296978808,0.948275862
id23872,0.430632446,0.226372589,0.242994966,0.900000001
id05095,0.456024608,0.218880066,0.325095325,0.999999999
id05757,0.321204121,0.335788979,0.3430069,1
id26883,0.4217424,0.291186511,0.287071089,1
id01868,0.396572902,0.269487191,0.333939907,1
id13053,0.317636108,0.273602559,0.408761333,1
id24443,0.3680298,0.246061005,0.385909195,1
id12795,0.313676599,0.44032543,0.245997971,1
id05298,0.301423548,0.219632689,0.414427634,0.935483871
id07560,0.339893415,0.261879271,0.398227314,1
id10281,0.365358189,0.247970365,0.386671447,1.000000001
id07254,0.371726164,0.247937319,0.351765089,0.971428572
id00837,0.323743736,0.329806362,0.321449902,0.975
id04534,0.33105521,0.358503436,0.310441354,1
id16716,0.356643525,0.302905719,0.340450756,1
id04057,0.379088152,0.275370873,0.345540975,1
id14988,0.387429591,0.246017585,0.366552824,1
id05353,0.293414836,0.258656871,0.36459496,0.916666667
id21250,0.47351046,0.267917485,0.258572055,1
id25963,0.339624657,0.352054668,0.283930431,0.975609756
id10370,0.309820656,0.30383445,0.356933129,0.970588235
id26934,0.424342115,0.256317735,0.319340151,1.000000001
id07649,0.340736209,0.287607525,0.371656266,1
id21169,0.377763533,0.249858081,0.307862256,0.93548387
id25824,0.428782212,0.26521358,0.306004209,1.000000001
id01154,0.371059834,0.298732987,0.330207179,1
id02523,0.386206473,0.229742555,0.384050972,1
id07677,0.416622897,0.269696469,0.263680634,0.95
id24447,0.370497825,0.22892304,0.375579135,0.975
id23036,0.357086865,0.214797127,0.39363325,0.965517242
id05424,0.407009569,0.268527616,0.293212816,0.968750001
id18807,0.36388307,0.271201847,0.364915083,1
id05894,0.308375727,0.367432333,0.32419194,1
id08494,0.370029839,0.34771126,0.282258901,1
id17181,0.349263701,0.300964408,0.349771892,1.000000001
id24037,0.319672995,0.394006035,0.28632097,1
id22495,0.351853912,0.296261845,0.351884243,1
id21717,0.375894996,0.329817682,0.294287322,1
id00477,0.334934077,0.359017632,0.30604829,0.999999999
id03167,0.279776498,0.274737384,0.374057546,0.928571428
id08783,0.35574539,0.277464071,0.341149513,0.974358974
id11954,0.487014247,0.234302081,0.278683672,1
id03029,0.446564201,0.251969095,0.301466704,1
id16359,0.389859903,0.288850388,0.321289708,0.999999999
id02984,0.368572908,0.336134032,0.29529306,1
id24559,0.375323571,0.303959559,0.282255332,0.961538462
id26880,0.313065803,0.278400364,0.370072294,0.961538461
id00656,0.3634489,0.235760738,0.400790362,1
id07825,0.303103207,0.414829992,0.236612256,0.954545455
id16525,0.314173886,0.325909861,0.27658292,0.916666667
id08849,0.341264097,0.317382638,0.341353265,1
id09260,0.332966888,0.371672459,0.240815199,0.945454546
id22233,0.39998314,0.31106295,0.274668196,0.985714286
id12191,0.327266302,0.282893231,0.389840467,1
id15505,0.33556116,0.367205639,0.26548717,0.968253969
id15882,0.376442884,0.265187003,0.267461023,0.90909091
id10569,0.365258626,0.259049048,0.375692325,0.999999999
id26059,0.433802025,0.351564917,0.214633057,0.999999999
id13055,0.332508542,0.250200212,0.417291246,1
id05388,0.383580904,0.289662024,0.284203881,0.957446809
id25199,0.416611975,0.312641865,0.27074616,1
id11813,0.344575689,0.276508125,0.341879149,0.962962963
id14866,0.360373288,0.294053343,0.345573369,1
id22247,0.319996881,0.188934485,0.407735301,0.916666667
id08196,0.358161043,0.355207734,0.286631223,1
id27246,0.35237161,0.38399095,0.26363744,1
id21926,0.264691841,0.259395345,0.409246147,0.933333333
id01930,0.405174941,0.245217559,0.3496075,1
id26406,0.364356793,0.282397022,0.319912851,0.966666666
id07760,0.340664865,0.348436058,0.278641013,0.967741936
id24815,0.336103145,0.282136626,0.381760228,0.999999999
id22063,0.386771253,0.292152947,0.293298021,0.972222221
id21513,0.30954375,0.363431465,0.327024784,0.999999999
id04006,0.479465853,0.267014862,0.253519285,1
id06177,0.381977294,0.317086632,0.300936074,1
id24010,0.435330454,0.261774001,0.302895546,1.000000001
id16402,0.324214356,0.269346512,0.375669901,0.969230769
id23894,0.374794447,0.294509438,0.279414063,0.948717948
id18867,0.365948466,0.274957224,0.259094309,0.899999999
id01691,0.33923709,0.343952014,0.316810895,0.999999999
id11818,0.379122908,0.31138471,0.309492381,0.999999999
id18481,0.430633992,0.304052788,0.26531322,1
id20137,0.449223547,0.259634517,0.291141936,1
id14630,0.330034504,0.294857853,0.375107643,1
id03058,0.365332222,0.300669522,0.29478257,0.960784314
id27857,0.338657375,0.370396523,0.290946102,1
id19345,0.220421346,0.39814755,0.270319994,0.88888889
id12726,0.333689765,0.267089789,0.399220447,1.000000001
id06015,0.281309829,0.324016496,0.394673675,1
id26548,0.376643628,0.278435267,0.344921104,0.999999999
id20284,0.321345622,0.281114445,0.397539933,1
id17912,0.401920837,0.263928947,0.334150215,0.999999999
id10287,0.357367987,0.280627213,0.362004801,1.000000001
id03604,0.300712071,0.415636737,0.245189653,0.961538461
id07423,0.338616735,0.27808687,0.318780266,0.935483871
id01484,0.334157258,0.415473258,0.250369484,1
id16904,0.425042496,0.269027455,0.289263382,0.983333333
id13187,0.318629894,0.264190753,0.417179353,1
id08507,0.292527071,0.428327296,0.25873747,0.979591837
id09599,0.370832771,0.288764481,0.277902748,0.9375
id20460,0.293584129,0.442218414,0.264197456,0.999999999
id23743,0.296445354,0.413837562,0.246238823,0.956521739
id13914,0.236553532,0.522611867,0.240834601,1
id23108,0.359674088,0.271515014,0.225953756,0.857142858
id20111,0.389806678,0.297015264,0.313178058,1
id00300,0.261728919,0.387457718,0.315099077,0.964285714
id25970,0.35590191,0.291807552,0.352290539,1.000000001
id24588,0.36053864,0.225232627,0.388587707,0.974358974
id04799,0.282930515,0.231778956,0.394381438,0.909090909
id19685,0.358115608,0.291120514,0.350763878,1
id00628,0.332165763,0.266296267,0.40153797,1
id10632,0.390993247,0.275754882,0.333251871,1
id24894,0.317450623,0.387062248,0.295487129,1
id06843,0.333467558,0.368291424,0.245609439,0.947368421
id16211,0.355394468,0.298991638,0.303060703,0.957446809
id10730,0.393636952,0.335730825,0.246822698,0.976190475
id06399,0.366719656,0.353405615,0.279874729,1
id25138,0.442672688,0.275917422,0.28140989,1
id04372,0.343515153,0.291999819,0.330002269,0.965517241
id01057,0.384123452,0.202064769,0.413811778,0.999999999
id07505,0.415535524,0.294615922,0.289848553,0.999999999
id17331,0.431170595,0.28683913,0.281990275,1
id11306,0.348068005,0.325750701,0.326181295,1.000000001
id07490,0.25673809,0.436247017,0.232014893,0.925
id00721,0.315993141,0.353797291,0.330209568,1
id07538,0.414759016,0.24591953,0.339321454,1
id11289,0.375998928,0.2393666,0.384634472,1
id25207,0.441053604,0.296829403,0.262116994,1.000000001
id03831,0.418746386,0.281349734,0.29990388,1
id05371,0.397213308,0.301560963,0.301225729,1
id07405,0.340994662,0.366312563,0.26328101,0.970588235
id25960,0.304946923,0.411726004,0.283327073,1
id18497,0.322192645,0.280796189,0.349392118,0.952380952
id24478,0.465365174,0.255473434,0.245828059,0.966666667
id12431,0.351287477,0.403890376,0.244822147,1
id24080,0.319630618,0.270505901,0.409863481,1
id11862,0.365778667,0.246089327,0.363741763,0.975609757
id04798,0.47256201,0.25359594,0.273842051,1.000000001
id22638,0.291012696,0.454017517,0.254969787,1
id16105,0.34554083,0.353420391,0.301038779,1
id05863,0.370532346,0.299986604,0.32948105,1
id11466,0.558782205,0.190322675,0.25089512,1
id06091,0.37255942,0.28421371,0.34322687,1
id04214,0.299896274,0.419381888,0.280721838,1
id21197,0.435912589,0.270725616,0.257647508,0.964285713
id06479,0.386148471,0.25990225,0.326922252,0.972972973
id21801,0.413997131,0.254504378,0.302086727,0.970588236
id00540,0.431627832,0.289242297,0.246871806,0.967741935
id07102,0.399250565,0.281114839,0.319634596,1
id12012,0.329243078,0.259247863,0.411509059,1
id17850,0.381137335,0.289065601,0.329797064,1
id12708,0.400481227,0.250677417,0.348841356,1
id09277,0.365262525,0.278634819,0.356102656,1
id11482,0.309249559,0.333022021,0.280805343,0.923076923
id15327,0.387271008,0.315239725,0.297489268,1.000000001
id17561,0.310746802,0.351727918,0.27630079,0.93877551
id21966,0.375165481,0.265613937,0.359220582,1
id05742,0.448755406,0.272458151,0.258378279,0.979591836
id21441,0.383955216,0.274658163,0.282563091,0.94117647
id10819,0.326534122,0.38692917,0.246536708,0.96
id00018,0.393570181,0.294731662,0.311698157,1
id17038,0.396200387,0.288920019,0.209616437,0.894736843
id14680,0.283698896,0.436211583,0.23661126,0.956521739
id17760,0.362525799,0.321764239,0.315709962,1
id14436,0.455557232,0.308379216,0.236063552,1
id17180,0.328672067,0.219853117,0.430198221,0.978723405
id19132,0.32859474,0.340384718,0.287542281,0.956521739
id17497,0.276339149,0.44869277,0.274968081,1
id26284,0.32045754,0.277887459,0.378399186,0.976744185
id04340,0.267594724,0.419511842,0.246226768,0.933333334
id06427,0.285580726,0.454060415,0.20153533,0.941176471
id08340,0.425150699,0.246487099,0.328362202,1
id07167,0.247754714,0.454583236,0.23516205,0.9375
id02218,0.38299225,0.291570614,0.325437136,1
id18406,0.393020993,0.294671853,0.312307154,1
id22134,0.379965559,0.265727941,0.3143065,0.96
id04983,0.330909356,0.294564058,0.352787456,0.97826087
id17767,0.359397913,0.314322014,0.276280073,0.95
id15131,0.290739789,0.45138811,0.257872101,1
id11132,0.424449541,0.256047808,0.271883603,0.952380952
id10054,0.368452037,0.317903146,0.313644818,1.000000001
id03797,0.313974503,0.281308556,0.404716941,1
id17143,0.39135351,0.246873562,0.286772928,0.925
id19078,0.338566072,0.268585414,0.392848514,1
id04919,0.581308362,0.182677111,0.236014527,1
id03272,0.338041656,0.287792177,0.334166167,0.96
id15047,0.317928155,0.266206323,0.415865522,1
id23727,0.333333333,0.333333333,0.333333333,0.999999999
id07221,0.411739309,0.290696942,0.26631375,0.968750001
id13974,0.302404849,0.421745489,0.275849663,1.000000001
id24050,0.450727596,0.269842883,0.279429521,1
id18119,0.470145915,0.223547902,0.306306183,1
id05205,0.348766749,0.288545544,0.251576596,0.888888889
id05233,0.357877993,0.283552905,0.315090842,0.95652174
id23556,0.410729466,0.235498768,0.353771766,1
id06323,0.42042731,0.298947388,0.280625302,1
id27903,0.301460114,0.266665424,0.431874462,1
id15164,0.388035976,0.311118547,0.300845477,1
id14714,0.274217364,0.42997405,0.295808585,0.999999999
id11585,0.288701611,0.429168976,0.282129413,1
id09119,0.454745803,0.262125821,0.283128376,1
id03135,0.374269091,0.257154898,0.268576011,0.9
id23385,0.440288328,0.234898749,0.324812923,1
id18219,0.287205596,0.27705919,0.292878071,0.857142857
id17596,0.367621249,0.347677047,0.218035037,0.933333333
id12235,0.36237161,0.240600759,0.32559906,0.928571429
id15394,0.381615942,0.308299768,0.281915276,0.971830986
id07727,0.445785567,0.282801713,0.27141272,1
id02748,0.456821231,0.272545443,0.270633326,1
id14913,0.354170581,0.269121819,0.352898077,0.976190477
id05257,0.371665649,0.234009239,0.331825113,0.937500001
id23759,0.343653325,0.274815574,0.357721577,0.976190476
id08726,0.389029345,0.312922207,0.298048448,1
id24493,0.481401678,0.204179761,0.214418562,0.900000001
id19945,0.342191894,0.299802145,0.319544422,0.961538461
id27893,0.396570101,0.273422539,0.33000736,1
id04975,0.35887348,0.26363459,0.37749193,1
id14722,0.437170093,0.283959136,0.278870772,1.000000001
id10320,0.306313619,0.403075125,0.290611256,1
id09619,0.294044777,0.39976326,0.306191963,1
id07480,0.337224033,0.262288282,0.400487685,1
id00342,0.314965039,0.362947792,0.274468121,0.952380952
id08611,0.402809202,0.232067277,0.29369495,0.928571429
id24284,0.346113673,0.252268385,0.401617942,1
id20491,0.356980682,0.307830516,0.335188802,1
id18337,0.332910917,0.266567053,0.400522029,0.999999999
id04781,0.379363681,0.218431617,0.282204702,0.88
id11067,0.48199377,0.245190826,0.272815405,1.000000001
id19402,0.43678308,0.254426603,0.246290316,0.937499999
id20009,0.305711777,0.243603004,0.395129664,0.944444445
id08535,0.346695194,0.276933003,0.376371803,1
id07495,0.368879363,0.233325026,0.397795611,1
id06262,0.314326265,0.227099741,0.458573994,1
id10898,0.341270968,0.318897224,0.339831808,1
id17778,0.32162804,0.33909176,0.3392802,1
id07210,0.406107289,0.315254526,0.278638185,1
id04367,0.322902773,0.358648375,0.283966094,0.965517242
id27713,0.392388731,0.277849531,0.329761738,1
id15428,0.315899544,0.33710926,0.275562625,0.928571429
id25427,0.300182875,0.27970409,0.277255892,0.857142857
id09789,0.32021368,0.230409424,0.449376896,1
id07658,0.430855817,0.264401254,0.277715902,0.972972973
id25453,0.342514236,0.323137906,0.334347858,1
id24495,0.479332366,0.222970694,0.29769694,1
id03270,0.286076149,0.369057325,0.261533193,0.916666667
id11879,0.3773854,0.332828466,0.289786133,0.999999999
id24356,0.362035459,0.283518003,0.354446538,1
id22256,0.309035405,0.30499164,0.385972954,0.999999999
id06050,0.306884886,0.373108969,0.278339479,0.958333334
id09555,0.371818353,0.237683408,0.337866659,0.94736842
id23772,0.296615176,0.405489183,0.260858604,0.962962963
id21930,0.312404983,0.303614582,0.353677405,0.96969697
id00823,0.315917591,0.387149695,0.296932714,1
id23666,0.346422425,0.392312053,0.261265522,1
id08118,0.270354867,0.308715757,0.420929376,1
id21388,0.304448247,0.368924902,0.326626851,1
id23312,0.358020164,0.272233428,0.369746408,1
id08545,0.282735403,0.29880345,0.34153807,0.923076923
id20351,0.364961997,0.273790394,0.298747609,0.9375
id13536,0.388710967,0.264170433,0.3471186,1
